"","Gene","baseMean","log2FoldChange","lfcMLE","lfcSE","stat","pvalue","weight","padj","FoldChange"
"13494","ARRB2",707.420678985421,-0.358935390655396,-0.368754135251116,0.112802489802187,-3.18198110063734,0.00146271363070593,0.820760162425298,0.934827816754387,0.779739761527292
"13495","TRAV19",0.387027074298154,-2.96770635505645,-3.97713517932603,0.9327929829769,-3.18152731550934,0.00146500707008938,1.81280579764541,1,0.127829582004892
"13496","GPX5",1.53887240558763,1.97977224388635,2.26006941997666,0.622458281150128,3.18057017448348,0.00146985535094554,1.80933293932204,1,3.94430808678703
"13497","HCRT",1.15018135449584,1.4825769852848,1.65114627397766,0.466182858841794,3.18024774434689,0.00147149190786297,1.81280579764541,1,2.79447445163976
"13498","DUS3L",363.417799341506,0.431140095591968,0.429584460286438,0.135579153521882,3.17998810578489,0.00147281097422121,0.809332939322038,1,1.34829865443506
"13499","IGHV3-43",0.947180567356865,-3.12160638554339,-4.61430378597295,0.981740280993388,-3.17966619683238,0.0014744479116589,1.8207601624253,1,0.114895453401602
"13500","RPS6KB2",586.538047556008,0.390634096213178,0.392645397985221,0.122858651021764,3.17954082162255,0.00147508590995599,0.809332939322038,1,1.31096947718029
"13501","WDR75",558.677018658024,0.209936284444455,0.210030889090539,0.0660347078315385,3.17918093890904,0.00147691866271332,0.809332939322038,1,1.15663710075831
"13502","BOLA1",132.564828392272,0.402786100332859,0.402062761564637,0.126714288619025,3.17869519469792,0.00147939571012568,0.847542069651867,1,1.32205857698264
"13503","NAA50",1142.68676250797,-0.235741620726429,-0.235757615784017,0.0741797994112046,-3.1779759799515,0.00148307036889904,0.847542069651867,0.825600099195666,0.849248328842643
"13504","CAPNS1",4490.40914306703,-0.468812115254914,-0.468433906730107,0.147535169911358,-3.17762954783314,0.00148484338194037,0.847542069651867,0.621076615781178,0.722559293018456
"13505","TRIM59",143.997732299975,0.532750885150089,0.562351691193863,0.167762130585442,3.17563256553157,0.00149510191849612,0.844960632389803,1,1.44668506048248
"13506","ACOT11",725.552724758526,0.454403515563647,0.449552603944698,0.143105544550929,3.17530335382591,0.00149679934169026,0.848057361081753,1,1.37021616991167
